,title,description_alert,link,published,alert_title,cve_id,description_cve,cvss_score,cwe,cwe_desc,epss_score,vendor,product,versions
45,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"Mon, 01 Jul 2024 00:00:00 +0000",Vulnérabilité dans OpenSSH (01 juillet 2024),CVE-2024-6387,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Non disponible,CWE-364,Signal Handler Race Condition,0.65792,Red Hat,Red Hat Enterprise Linux 9.2 Extended Update Support,['0:8.7p1-30.el9_2.4']
46,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"Mon, 01 Jul 2024 00:00:00 +0000",Vulnérabilité dans OpenSSH (01 juillet 2024),CVE-2024-6387,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Non disponible,CWE-364,Signal Handler Race Condition,0.65792,Red Hat,Red Hat OpenShift Container Platform 4.13,['413.92.202407091321-0']
47,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"Mon, 01 Jul 2024 00:00:00 +0000",Vulnérabilité dans OpenSSH (01 juillet 2024),CVE-2024-6387,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Non disponible,CWE-364,Signal Handler Race Condition,0.65792,Red Hat,Red Hat OpenShift Container Platform 4.14,['414.92.202407091253-0']
48,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"Mon, 01 Jul 2024 00:00:00 +0000",Vulnérabilité dans OpenSSH (01 juillet 2024),CVE-2024-6387,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Non disponible,CWE-364,Signal Handler Race Condition,0.65792,Red Hat,Red Hat OpenShift Container Platform 4.15,['415.92.202407091355-0']
49,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"Mon, 01 Jul 2024 00:00:00 +0000",Vulnérabilité dans OpenSSH (01 juillet 2024),CVE-2024-6387,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Non disponible,CWE-364,Signal Handler Race Condition,0.65792,Red Hat,Red Hat OpenShift Container Platform 4.16,['416.94.202407081958-0']
50,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"Mon, 01 Jul 2024 00:00:00 +0000",Vulnérabilité dans OpenSSH (01 juillet 2024),CVE-2024-6387,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Non disponible,CWE-364,Signal Handler Race Condition,0.65792,Red Hat,Red Hat Ceph Storage 5,
51,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"Mon, 01 Jul 2024 00:00:00 +0000",Vulnérabilité dans OpenSSH (01 juillet 2024),CVE-2024-6387,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Non disponible,CWE-364,Signal Handler Race Condition,0.65792,Red Hat,Red Hat Ceph Storage 6,
52,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"Mon, 01 Jul 2024 00:00:00 +0000",Vulnérabilité dans OpenSSH (01 juillet 2024),CVE-2024-6387,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Non disponible,CWE-364,Signal Handler Race Condition,0.65792,Red Hat,Red Hat Ceph Storage 7,
53,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"Mon, 01 Jul 2024 00:00:00 +0000",Vulnérabilité dans OpenSSH (01 juillet 2024),CVE-2024-6387,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Non disponible,CWE-364,Signal Handler Race Condition,0.65792,Red Hat,Red Hat Enterprise Linux 10,
54,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"Mon, 01 Jul 2024 00:00:00 +0000",Vulnérabilité dans OpenSSH (01 juillet 2024),CVE-2024-6387,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Non disponible,CWE-364,Signal Handler Race Condition,0.65792,Red Hat,Red Hat Enterprise Linux 6,
55,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"Mon, 01 Jul 2024 00:00:00 +0000",Vulnérabilité dans OpenSSH (01 juillet 2024),CVE-2024-6387,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Non disponible,CWE-364,Signal Handler Race Condition,0.65792,Red Hat,Red Hat Enterprise Linux 7,
56,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"Mon, 01 Jul 2024 00:00:00 +0000",Vulnérabilité dans OpenSSH (01 juillet 2024),CVE-2024-6387,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Non disponible,CWE-364,Signal Handler Race Condition,0.65792,Red Hat,Red Hat Enterprise Linux 8,
57,Multiples vulnérabilités dans Roundcube (09 août 2024),"Le 4 août 2024, Roundcube a publié des correctifs concernant les vulnérabilités critiques CVE-2024-42008 et CVE-2024-42009 affectant son serveur de courriel. Ces vulnérabilités permettent des injections de code indirectes à distance (XSS) qui peuvent, par exemple, conduire à la récupération du...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-010/,"Fri, 09 Aug 2024 00:00:00 +0000",Multiples vulnérabilités dans Roundcube (09 août 2024),CVE-2024-42009,A Cross-Site Scripting vulnerability in Roundcube through 1.5.7 and 1.6.x through 1.6.7 allows a remote attacker to steal and send emails of a victim via a crafted e-mail message that abuses a Desanitization issue in message_body() in program/actions/mail/show.php.,Non disponible,Non disponible,,0.91411,n/a,n/a,['n/a']
58,Multiples vulnérabilités dans Roundcube (09 août 2024),"Le 4 août 2024, Roundcube a publié des correctifs concernant les vulnérabilités critiques CVE-2024-42008 et CVE-2024-42009 affectant son serveur de courriel. Ces vulnérabilités permettent des injections de code indirectes à distance (XSS) qui peuvent, par exemple, conduire à la récupération du...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-010/,"Fri, 09 Aug 2024 00:00:00 +0000",Multiples vulnérabilités dans Roundcube (09 août 2024),CVE-2024-42008,A Cross-Site Scripting vulnerability in rcmail_action_mail_get->run() in Roundcube through 1.5.7 and 1.6.x through 1.6.7 allows a remote attacker to steal and send emails of a victim via a malicious e-mail attachment served with a dangerous Content-Type header.,Non disponible,Non disponible,,0.50951,n/a,n/a,['n/a']
59,Multiples vulnérabilités dans Roundcube (09 août 2024),"Le 4 août 2024, Roundcube a publié des correctifs concernant les vulnérabilités critiques CVE-2024-42008 et CVE-2024-42009 affectant son serveur de courriel. Ces vulnérabilités permettent des injections de code indirectes à distance (XSS) qui peuvent, par exemple, conduire à la récupération du...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-010/,"Fri, 09 Aug 2024 00:00:00 +0000",Multiples vulnérabilités dans Roundcube (09 août 2024),CVE-2024-42010,"mod_css_styles in Roundcube through 1.5.7 and 1.6.x through 1.6.7 insufficiently filters Cascading Style Sheets (CSS) token sequences in rendered e-mail messages, allowing a remote attacker to obtain sensitive information.",Non disponible,Non disponible,,0.15089,n/a,n/a,['n/a']
60,Vulnérabilité dans SonicWall (10 septembre 2024),"Le 22 août 2024, Sonicwall a publié un correctif concernant la vulnérabilité critique CVE-2024-40766 affectant les pare-feux Sonicwall génération 5, 6 et 7. Cette vulnérabilité, de type contrôle d'accès défaillant, permet à un attaquant de provoquer un déni de service à distance, une atteinte à...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-011/,"Tue, 10 Sep 2024 00:00:00 +0000",Vulnérabilité dans SonicWall (10 septembre 2024),CVE-2024-40766,"An improper access control vulnerability has been identified in the SonicWall SonicOS management access, potentially leading to unauthorized resource access and in specific conditions, causing the firewall to crash. This issue affects SonicWall Firewall Gen 5 and Gen 6 devices, as well as Gen 7 devices running SonicOS 7.0.1-5035 and older versions.",Non disponible,CWE-284,CWE-284 Improper Access Control,0.03443,SonicWall,SonicOS,"['5.9.2.14-12o and older versions', '6.5.4.14-109n and older versions', '7.0.1-5035 and older versions']"
61,[MàJ] Vulnérabilités affectant OpenPrinting CUPS (27 septembre 2024),"**[Mise à jour du 10 octobre 2024]** Le 28 septembre 2024, Elastic Security Labs a publié des règles de détection au format propriétaire de l'éditeur (cf. section Documentation), qui sont confirmées par les analyses du CERT-FR pour la détection des attaques connues. **[Publication initiale]** De...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-012/,"Fri, 27 Sep 2024 00:00:00 +0000",[MàJ] Vulnérabilités affectant OpenPrinting CUPS (27 septembre 2024),CVE-2024-47176,"CUPS is a standards-based, open-source printing system, and `cups-browsed` contains network printing functionality including, but not limited to, auto-discovering print services and shared printers. `cups-browsed` binds to `INADDR_ANY:631`, causing it to trust any packet from any source, and can cause the `Get-Printer-Attributes` IPP request to an attacker controlled URL. When combined with other vulnerabilities, such as CVE-2024-47076, CVE-2024-47175, and CVE-2024-47177, an attacker can execute arbitrary commands remotely on the target machine without authentication when a malicious printer is printed to.",5.3,CWE-1327,CWE-1327: Binding to an Unrestricted IP Address,0.87593,OpenPrinting,cups-browsed,['<= 2.0.1']
62,[MàJ] Vulnérabilités affectant OpenPrinting CUPS (27 septembre 2024),"**[Mise à jour du 10 octobre 2024]** Le 28 septembre 2024, Elastic Security Labs a publié des règles de détection au format propriétaire de l'éditeur (cf. section Documentation), qui sont confirmées par les analyses du CERT-FR pour la détection des attaques connues. **[Publication initiale]** De...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-012/,"Fri, 27 Sep 2024 00:00:00 +0000",[MàJ] Vulnérabilités affectant OpenPrinting CUPS (27 septembre 2024),CVE-2024-47175,"CUPS is a standards-based, open-source printing system, and `libppd` can be used for legacy PPD file support. The `libppd` function `ppdCreatePPDFromIPP2` does not sanitize IPP attributes when creating the PPD buffer. When used in combination with other functions such as `cfGetPrinterAttributes5`, can result in user controlled input and ultimately code execution via Foomatic. This vulnerability can be part of an exploit chain leading to remote code execution (RCE), as described in CVE-2024-47176.",8.6,CWE-20,CWE-20: Improper Input Validation,0.36228,OpenPrinting,libppd,['<= 2.1b1']
63,[MàJ] Vulnérabilités affectant OpenPrinting CUPS (27 septembre 2024),"**[Mise à jour du 10 octobre 2024]** Le 28 septembre 2024, Elastic Security Labs a publié des règles de détection au format propriétaire de l'éditeur (cf. section Documentation), qui sont confirmées par les analyses du CERT-FR pour la détection des attaques connues. **[Publication initiale]** De...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-012/,"Fri, 27 Sep 2024 00:00:00 +0000",[MàJ] Vulnérabilités affectant OpenPrinting CUPS (27 septembre 2024),CVE-2024-47177,Non disponible,Non disponible,Non disponible,Non disponible,-1.0,,,
64,[MàJ] Vulnérabilités affectant OpenPrinting CUPS (27 septembre 2024),"**[Mise à jour du 10 octobre 2024]** Le 28 septembre 2024, Elastic Security Labs a publié des règles de détection au format propriétaire de l'éditeur (cf. section Documentation), qui sont confirmées par les analyses du CERT-FR pour la détection des attaques connues. **[Publication initiale]** De...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-012/,"Fri, 27 Sep 2024 00:00:00 +0000",[MàJ] Vulnérabilités affectant OpenPrinting CUPS (27 septembre 2024),CVE-2024-47076,"CUPS is a standards-based, open-source printing system, and `libcupsfilters` contains the code of the filters of the former `cups-filters` package as library functions to be used for the data format conversion tasks needed in Printer Applications. The `cfGetPrinterAttributes5` function in `libcupsfilters` does not sanitize IPP attributes returned from an IPP server. When these IPP attributes are used, for instance, to generate a PPD file, this can lead to attacker controlled data to be provided to the rest of the CUPS system.",8.6,CWE-20,CWE-20: Improper Input Validation,0.75847,OpenPrinting,libcupsfilters,['<= 2.1b1']
65,Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance (CSA) (22 octobre 2024),"Ivanti a publié plusieurs avis de sécurité sur des vulnérabilités affectant CSA qui sont activement exploitées : * le 10 septembre 2024, Ivanti a publié un avis de sécurité concernant la vulnérabilité CVE-2024-8190 qui permet à un attaquant, authentifié en tant qu'administrateur, d'exécuter du...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-013/,"Tue, 22 Oct 2024 00:00:00 +0000",Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance (CSA) (22 octobre 2024),CVE-2024-8963,Path Traversal in the Ivanti CSA before 4.6 Patch 519 allows a remote unauthenticated attacker to access restricted functionality.,9.4,CWE-22,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),0.94225,Ivanti,CSA (Cloud Services Appliance),"['4.6 Patch 519', '5.0']"
66,Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance (CSA) (22 octobre 2024),"Ivanti a publié plusieurs avis de sécurité sur des vulnérabilités affectant CSA qui sont activement exploitées : * le 10 septembre 2024, Ivanti a publié un avis de sécurité concernant la vulnérabilité CVE-2024-8190 qui permet à un attaquant, authentifié en tant qu'administrateur, d'exécuter du...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-013/,"Tue, 22 Oct 2024 00:00:00 +0000",Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance (CSA) (22 octobre 2024),CVE-2024-9381,Path traversal in Ivanti CSA before version 5.0.2 allows a remote authenticated attacker with admin privileges to bypass restrictions.,7.2,CWE-22,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),0.01689,Ivanti,CSA (Cloud Services Appliance),['5.0.2']
67,Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance (CSA) (22 octobre 2024),"Ivanti a publié plusieurs avis de sécurité sur des vulnérabilités affectant CSA qui sont activement exploitées : * le 10 septembre 2024, Ivanti a publié un avis de sécurité concernant la vulnérabilité CVE-2024-8190 qui permet à un attaquant, authentifié en tant qu'administrateur, d'exécuter du...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-013/,"Tue, 22 Oct 2024 00:00:00 +0000",Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance (CSA) (22 octobre 2024),CVE-2024-9379,SQL injection in the admin web console of Ivanti CSA before version 5.0.2 allows a remote authenticated attacker with admin privileges to run arbitrary SQL statements.,6.5,CWE-89,CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),0.81684,Ivanti,CSA (Cloud Services Appliance),['5.0.2']
68,Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance (CSA) (22 octobre 2024),"Ivanti a publié plusieurs avis de sécurité sur des vulnérabilités affectant CSA qui sont activement exploitées : * le 10 septembre 2024, Ivanti a publié un avis de sécurité concernant la vulnérabilité CVE-2024-8190 qui permet à un attaquant, authentifié en tant qu'administrateur, d'exécuter du...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-013/,"Tue, 22 Oct 2024 00:00:00 +0000",Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance (CSA) (22 octobre 2024),CVE-2024-8190,An OS command injection vulnerability in Ivanti Cloud Services Appliance versions 4.6 Patch 518 and before allows a remote authenticated attacker to obtain remote code execution. The attacker must have admin level privileges to exploit this vulnerability.,7.2,CWE-78,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),0.9191,Ivanti,CSA (Cloud Services Appliance),"['4.6 Patch 519', '5.0']"
69,Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance (CSA) (22 octobre 2024),"Ivanti a publié plusieurs avis de sécurité sur des vulnérabilités affectant CSA qui sont activement exploitées : * le 10 septembre 2024, Ivanti a publié un avis de sécurité concernant la vulnérabilité CVE-2024-8190 qui permet à un attaquant, authentifié en tant qu'administrateur, d'exécuter du...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-013/,"Tue, 22 Oct 2024 00:00:00 +0000",Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance (CSA) (22 octobre 2024),CVE-2024-9380,An OS command injection vulnerability in the admin web console of Ivanti CSA before version 5.0.2 allows a remote authenticated attacker with admin privileges to obtain remote code execution.,7.2,CWE-77,CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection'),0.88144,Ivanti,CSA (Cloud Services Appliance),['5.0.2']
70,[MàJ] Multiples vulnérabilités dans Fortinet FortiManager (23 octobre 2024),"**[Mise à jour du 14 janvier 2025]** **Publication des correctifs** Le 14 janvier 2025, Fortinet a publié un avis de sécurité relatif à la vulnérabilité CVE-2024-50566 qui correspond à la vulnérabilité de type jour-zéro pour laquelle une preuve de concept a été publiée en novembre 2024. Des...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-014/,"Wed, 23 Oct 2024 00:00:00 +0000",[MàJ] Multiples vulnérabilités dans Fortinet FortiManager (23 octobre 2024),CVE-2024-47575,"A missing authentication for critical function in FortiManager 7.6.0, FortiManager 7.4.0 through 7.4.4, FortiManager 7.2.0 through 7.2.7, FortiManager 7.0.0 through 7.0.12, FortiManager 6.4.0 through 6.4.14, FortiManager 6.2.0 through 6.2.12, Fortinet FortiManager Cloud 7.4.1 through 7.4.4, FortiManager Cloud 7.2.1 through 7.2.7, FortiManager Cloud 7.0.1 through 7.0.12, FortiManager Cloud 6.4.1 through 6.4.7 allows attacker to execute arbitrary code or commands via specially crafted requests.",9.8,CWE-306,Execute unauthorized code or commands,0.93874,Fortinet,FortiManager,"['7.6.0', '7.4.0', '7.2.0', '7.0.0', '6.4.0', '6.2.0']"
71,[MàJ] Multiples vulnérabilités dans Fortinet FortiManager (23 octobre 2024),"**[Mise à jour du 14 janvier 2025]** **Publication des correctifs** Le 14 janvier 2025, Fortinet a publié un avis de sécurité relatif à la vulnérabilité CVE-2024-50566 qui correspond à la vulnérabilité de type jour-zéro pour laquelle une preuve de concept a été publiée en novembre 2024. Des...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-014/,"Wed, 23 Oct 2024 00:00:00 +0000",[MàJ] Multiples vulnérabilités dans Fortinet FortiManager (23 octobre 2024),CVE-2024-50566,"A improper neutralization of special elements used in an os command ('os command injection') vulnerability in Fortinet FortiManager Cloud 7.6.0 through 7.6.1, FortiManager Cloud 7.4.0 through 7.4.4, FortiManager Cloud 7.2.2 through 7.2.7, FortiManager 7.6.0 through 7.6.1, FortiManager 7.4.0 through 7.4.5, FortiManager 7.2.1 through 7.2.8 may allow an authenticated remote attacker to execute unauthorized code via FGFM crafted requests.",7.2,CWE-78,Execute unauthorized code or commands,0.00469,Fortinet,FortiManager,"['7.6.0', '7.4.0', '7.2.1']"
72,[MàJ] Multiples vulnérabilités dans Fortinet FortiManager (23 octobre 2024),"**[Mise à jour du 14 janvier 2025]** **Publication des correctifs** Le 14 janvier 2025, Fortinet a publié un avis de sécurité relatif à la vulnérabilité CVE-2024-50566 qui correspond à la vulnérabilité de type jour-zéro pour laquelle une preuve de concept a été publiée en novembre 2024. Des...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-014/,"Wed, 23 Oct 2024 00:00:00 +0000",[MàJ] Multiples vulnérabilités dans Fortinet FortiManager (23 octobre 2024),CVE-2024-50566,"A improper neutralization of special elements used in an os command ('os command injection') vulnerability in Fortinet FortiManager Cloud 7.6.0 through 7.6.1, FortiManager Cloud 7.4.0 through 7.4.4, FortiManager Cloud 7.2.2 through 7.2.7, FortiManager 7.6.0 through 7.6.1, FortiManager 7.4.0 through 7.4.5, FortiManager 7.2.1 through 7.2.8 may allow an authenticated remote attacker to execute unauthorized code via FGFM crafted requests.",7.2,CWE-78,Execute unauthorized code or commands,0.00469,Fortinet,FortiManager Cloud,"['7.4.1', '7.2.2']"
73,[MàJ] Multiples vulnérabilités sur l'interface d'administration des équipements Palo Alto Networks (15 novembre 2024),"Le 8 novembre 2024, Palo Alto Networks a publié un avis de sécurité relatif à une vulnérabilité critique dans certains pare-feux Palo Alto Networks. Elle permet à un attaquant non authentifié d'exécuter du code arbitraire à distance sur l'interface d'administration des équipements. L'éditeur...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-015/,"Fri, 15 Nov 2024 00:00:00 +0000",[MàJ] Multiples vulnérabilités sur l'interface d'administration des équipements Palo Alto Networks (15 novembre 2024),CVE-2024-0012,"An authentication bypass in Palo Alto Networks PAN-OS software enables an unauthenticated attacker with network access to the management web interface to gain PAN-OS administrator privileges to perform administrative actions, tamper with the configuration, or exploit other authenticated privilege escalation vulnerabilities like  CVE-2024-9474 https://security.paloaltonetworks.com/CVE-2024-9474 .

The risk of this issue is greatly reduced if you secure access to the management web interface by restricting access to only trusted internal IP addresses according to our recommended  best practice deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .

This issue is applicable only to PAN-OS 10.2, PAN-OS 11.0, PAN-OS 11.1, and PAN-OS 11.2 software.

Cloud NGFW and Prisma Access are not impacted by this vulnerability.",Non disponible,CWE-306,CWE-306 Missing Authentication for Critical Function,0.94285,Palo Alto Networks,Cloud NGFW,['All']
74,[MàJ] Multiples vulnérabilités sur l'interface d'administration des équipements Palo Alto Networks (15 novembre 2024),"Le 8 novembre 2024, Palo Alto Networks a publié un avis de sécurité relatif à une vulnérabilité critique dans certains pare-feux Palo Alto Networks. Elle permet à un attaquant non authentifié d'exécuter du code arbitraire à distance sur l'interface d'administration des équipements. L'éditeur...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-015/,"Fri, 15 Nov 2024 00:00:00 +0000",[MàJ] Multiples vulnérabilités sur l'interface d'administration des équipements Palo Alto Networks (15 novembre 2024),CVE-2024-0012,"An authentication bypass in Palo Alto Networks PAN-OS software enables an unauthenticated attacker with network access to the management web interface to gain PAN-OS administrator privileges to perform administrative actions, tamper with the configuration, or exploit other authenticated privilege escalation vulnerabilities like  CVE-2024-9474 https://security.paloaltonetworks.com/CVE-2024-9474 .

The risk of this issue is greatly reduced if you secure access to the management web interface by restricting access to only trusted internal IP addresses according to our recommended  best practice deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .

This issue is applicable only to PAN-OS 10.2, PAN-OS 11.0, PAN-OS 11.1, and PAN-OS 11.2 software.

Cloud NGFW and Prisma Access are not impacted by this vulnerability.",Non disponible,CWE-306,CWE-306 Missing Authentication for Critical Function,0.94285,Palo Alto Networks,PAN-OS,"['11.2.0', '11.1.0', '11.0.0', '10.2.0', '10.1.0']"
