,title,description_alert,link,published,alert_title,cve_id,description_cve,cvss_score,cwe,cwe_desc,epss_score,vendor,product,versions
26,[MàJ] Multiples Vulnérabilités dans GitLab (12 janvier 2024),"\[Mise à jour du 29 janvier 2024\] Le 25 janvier 2024, l'éditeur a publié un avis de sécurité concernant plusieurs vulnérabilités affectant GitLab CE et EE. La vulnérabilité CVE-2024-0402 est considérée critique avec un score CVSSv3 de 9,9. Elle permet à un attaquant authentifié d'écrire des...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-002/,"Fri, 12 Jan 2024 00:00:00 +0000",[MàJ] Multiples Vulnérabilités dans GitLab (12 janvier 2024),CVE-2024-0402,"An issue has been discovered in GitLab CE/EE affecting all versions from 16.0 prior to 16.6.6, 16.7 prior to 16.7.4, and 16.8 prior to 16.8.1 which allows an authenticated user to write files to arbitrary locations on the GitLab server while creating a workspace.",9.9,CWE-22,CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),0.4459,GitLab,GitLab,"['16.0', '16.6', '16.7', '16.8']"
27,[MàJ] Vulnérabilité dans Fortinet FortiOS (09 février 2024),"\[Mise à jour du 19 mars 2024\] Le CERT-FR a connaissance de codes d'exploitation publics et de nouvelles tentatives d'exploitation. Le 8 février 2024, Fortinet a publié l'avis de sécurité concernant la vulnérabilité critique CVE-2024-21762 affectant le VPN SSL de FortiOS. Cette vulnérabilité...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-004/,"Fri, 09 Feb 2024 00:00:00 +0000",[MàJ] Vulnérabilité dans Fortinet FortiOS (09 février 2024),CVE-2024-21762,"A out-of-bounds write in Fortinet FortiOS versions 7.4.0 through 7.4.2, 7.2.0 through 7.2.6, 7.0.0 through 7.0.13, 6.4.0 through 6.4.14, 6.2.0 through 6.2.15, 6.0.0 through 6.0.17, FortiProxy versions 7.4.0 through 7.4.2, 7.2.0 through 7.2.8, 7.0.0 through 7.0.14, 2.0.0 through 2.0.13, 1.2.0 through 1.2.13, 1.1.0 through 1.1.6, 1.0.0 through 1.0.7 allows attacker to execute unauthorized code or commands via specifically crafted requests",9.6,CWE-787,Execute unauthorized code or commands,0.92637,Fortinet,FortiProxy,"['7.4.0', '7.2.0', '7.0.0', '2.0.0', '1.2.0', '1.1.0', '1.0.0']"
28,[MàJ] Vulnérabilité dans Fortinet FortiOS (09 février 2024),"\[Mise à jour du 19 mars 2024\] Le CERT-FR a connaissance de codes d'exploitation publics et de nouvelles tentatives d'exploitation. Le 8 février 2024, Fortinet a publié l'avis de sécurité concernant la vulnérabilité critique CVE-2024-21762 affectant le VPN SSL de FortiOS. Cette vulnérabilité...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-004/,"Fri, 09 Feb 2024 00:00:00 +0000",[MàJ] Vulnérabilité dans Fortinet FortiOS (09 février 2024),CVE-2024-21762,"A out-of-bounds write in Fortinet FortiOS versions 7.4.0 through 7.4.2, 7.2.0 through 7.2.6, 7.0.0 through 7.0.13, 6.4.0 through 6.4.14, 6.2.0 through 6.2.15, 6.0.0 through 6.0.17, FortiProxy versions 7.4.0 through 7.4.2, 7.2.0 through 7.2.8, 7.0.0 through 7.0.14, 2.0.0 through 2.0.13, 1.2.0 through 1.2.13, 1.1.0 through 1.1.6, 1.0.0 through 1.0.7 allows attacker to execute unauthorized code or commands via specifically crafted requests",9.6,CWE-787,Execute unauthorized code or commands,0.92637,Fortinet,FortiOS,"['7.4.0', '7.2.0', '7.0.0', '6.4.0', '6.2.0', '6.0.0']"
29,[MàJ] Vulnérabilité dans Microsoft Outlook (15 février 2024),\[Mise à jour du 15 mars 2024\] Ajout de précision concernant les défi-réponses NTLM \[Mise à jour du 22 février 2024\] Ajout de recommandations et de précisions sur le fonctionnement de la vulnérabilité. La vulnérabilité CVE-2024-21413 permet à un attaquant de contourner les mesures de sécurité...,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-005/,"Thu, 15 Feb 2024 00:00:00 +0000",[MàJ] Vulnérabilité dans Microsoft Outlook (15 février 2024),CVE-2024-21413,Microsoft Outlook Remote Code Execution Vulnerability,9.8,CWE-20,CWE-20: Improper Input Validation,0.92962,Microsoft,Microsoft Office 2019,['19.0.0']
30,[MàJ] Vulnérabilité dans Microsoft Outlook (15 février 2024),\[Mise à jour du 15 mars 2024\] Ajout de précision concernant les défi-réponses NTLM \[Mise à jour du 22 février 2024\] Ajout de recommandations et de précisions sur le fonctionnement de la vulnérabilité. La vulnérabilité CVE-2024-21413 permet à un attaquant de contourner les mesures de sécurité...,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-005/,"Thu, 15 Feb 2024 00:00:00 +0000",[MàJ] Vulnérabilité dans Microsoft Outlook (15 février 2024),CVE-2024-21413,Microsoft Outlook Remote Code Execution Vulnerability,9.8,CWE-20,CWE-20: Improper Input Validation,0.92962,Microsoft,Microsoft 365 Apps for Enterprise,['16.0.1']
31,[MàJ] Vulnérabilité dans Microsoft Outlook (15 février 2024),\[Mise à jour du 15 mars 2024\] Ajout de précision concernant les défi-réponses NTLM \[Mise à jour du 22 février 2024\] Ajout de recommandations et de précisions sur le fonctionnement de la vulnérabilité. La vulnérabilité CVE-2024-21413 permet à un attaquant de contourner les mesures de sécurité...,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-005/,"Thu, 15 Feb 2024 00:00:00 +0000",[MàJ] Vulnérabilité dans Microsoft Outlook (15 février 2024),CVE-2024-21413,Microsoft Outlook Remote Code Execution Vulnerability,9.8,CWE-20,CWE-20: Improper Input Validation,0.92962,Microsoft,Microsoft Office LTSC 2021,['16.0.1']
32,[MàJ] Vulnérabilité dans Microsoft Outlook (15 février 2024),\[Mise à jour du 15 mars 2024\] Ajout de précision concernant les défi-réponses NTLM \[Mise à jour du 22 février 2024\] Ajout de recommandations et de précisions sur le fonctionnement de la vulnérabilité. La vulnérabilité CVE-2024-21413 permet à un attaquant de contourner les mesures de sécurité...,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-005/,"Thu, 15 Feb 2024 00:00:00 +0000",[MàJ] Vulnérabilité dans Microsoft Outlook (15 février 2024),CVE-2024-21413,Microsoft Outlook Remote Code Execution Vulnerability,9.8,CWE-20,CWE-20: Improper Input Validation,0.92962,Microsoft,Microsoft Office 2016,['16.0.0']
33,[MàJ] Vulnérabilité dans Palo Alto Networks GlobalProtect (12 avril 2024),"\[Mise à jour du 10 mai 2024\] Le CERT-FR est intervenu pour le traitement d'une compromission par rançongiciel au sein d'une entité française. Dans le cadre de cette attaque, la vulnérabilité a été exploitée pour ensuite réaliser une latéralisation dans le système d'information de la victime et...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-006/,"Fri, 12 Apr 2024 00:00:00 +0000",[MàJ] Vulnérabilité dans Palo Alto Networks GlobalProtect (12 avril 2024),CVE-2024-3400,"A command injection as a result of arbitrary file creation vulnerability in the GlobalProtect feature of Palo Alto Networks PAN-OS software for specific PAN-OS versions and distinct feature configurations may enable an unauthenticated attacker to execute arbitrary code with root privileges on the firewall.

Cloud NGFW, Panorama appliances, and Prisma Access are not impacted by this vulnerability.",10,CWE-77,CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection'),0.94297,Palo Alto Networks,PAN-OS,"['9.0.0', '9.1.0', '10.0.0', '10.1.0', '10.2.0', '11.0.0', '11.1.0']"
34,[MàJ] Vulnérabilité dans Palo Alto Networks GlobalProtect (12 avril 2024),"\[Mise à jour du 10 mai 2024\] Le CERT-FR est intervenu pour le traitement d'une compromission par rançongiciel au sein d'une entité française. Dans le cadre de cette attaque, la vulnérabilité a été exploitée pour ensuite réaliser une latéralisation dans le système d'information de la victime et...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-006/,"Fri, 12 Apr 2024 00:00:00 +0000",[MàJ] Vulnérabilité dans Palo Alto Networks GlobalProtect (12 avril 2024),CVE-2024-3400,"A command injection as a result of arbitrary file creation vulnerability in the GlobalProtect feature of Palo Alto Networks PAN-OS software for specific PAN-OS versions and distinct feature configurations may enable an unauthenticated attacker to execute arbitrary code with root privileges on the firewall.

Cloud NGFW, Panorama appliances, and Prisma Access are not impacted by this vulnerability.",10,CWE-77,CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection'),0.94297,Palo Alto Networks,Cloud NGFW,['All']
35,[MàJ] Vulnérabilité dans Palo Alto Networks GlobalProtect (12 avril 2024),"\[Mise à jour du 10 mai 2024\] Le CERT-FR est intervenu pour le traitement d'une compromission par rançongiciel au sein d'une entité française. Dans le cadre de cette attaque, la vulnérabilité a été exploitée pour ensuite réaliser une latéralisation dans le système d'information de la victime et...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-006/,"Fri, 12 Apr 2024 00:00:00 +0000",[MàJ] Vulnérabilité dans Palo Alto Networks GlobalProtect (12 avril 2024),CVE-2024-3400,"A command injection as a result of arbitrary file creation vulnerability in the GlobalProtect feature of Palo Alto Networks PAN-OS software for specific PAN-OS versions and distinct feature configurations may enable an unauthenticated attacker to execute arbitrary code with root privileges on the firewall.

Cloud NGFW, Panorama appliances, and Prisma Access are not impacted by this vulnerability.",10,CWE-77,CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection'),0.94297,Palo Alto Networks,Prisma Access,['All']
36,Multiples vulnérabilités dans les produits Cisco (25 avril 2024),"Le 24 avril 2024, Cisco a publié trois avis de sécurité concernant des vulnérabilités affectant les équipements de sécurité ASA et FTD. Deux d'entre eux concernent les vulnérabilités CVE-2024-20353 et CVE-2024-20359 qui sont activement exploitées dans le cadre d'attaques ciblées. La vulnérabilité...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-007/,"Thu, 25 Apr 2024 00:00:00 +0000",Multiples vulnérabilités dans les produits Cisco (25 avril 2024),CVE-2024-20353,"A vulnerability in the management and VPN web servers for Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to cause the device to reload unexpectedly, resulting in a denial of service (DoS) condition.
 This vulnerability is due to incomplete error checking when parsing an HTTP header. An attacker could exploit this vulnerability by sending a crafted HTTP request to a targeted web server on a device. A successful exploit could allow the attacker to cause a DoS condition when the device reloads.",8.6,CWE-835,Loop with Unreachable Exit Condition ('Infinite Loop'),0.18833,Cisco,Cisco Adaptive Security Appliance (ASA) Software,"['9.8.1', '9.8.1.5', '9.8.1.7', '9.8.2', '9.8.2.8', '9.8.2.14', '9.8.2.15', '9.8.2.17', '9.8.2.20', '9.8.2.24', '9.8.2.26', '9.8.2.28', '9.8.2.33', '9.8.2.35', '9.8.2.38', '9.8.3.8', '9.8.3.11', '9.8.3.14', '9.8.3.16', '9.8.3.18', '9.8.3.21', '9.8.3', '9.8.3.26', '9.8.3.29', '9.8.4', '9.8.4.3', '9.8.4.7', '9.8.4.8', '9.8.4.10', '9.8.4.12', '9.8.4.15', '9.8.4.17', '9.8.4.25', '9.8.4.20', '9.8.4.22', '9.8.4.26', '9.8.4.29', '9.8.4.32', '9.8.4.33', '9.8.4.34', '9.8.4.35', '9.8.4.39', '9.8.4.40', '9.8.4.41', '9.8.4.43', '9.8.4.44', '9.8.4.45', '9.8.4.46', '9.8.4.48', '9.12.1', '9.12.1.2', '9.12.1.3', '9.12.2', '9.12.2.4', '9.12.2.5', '9.12.2.9', '9.12.3', '9.12.3.2', '9.12.3.7', '9.12.4', '9.12.3.12', '9.12.3.9', '9.12.2.1', '9.12.4.2', '9.12.4.4', '9.12.4.7', '9.12.4.10', '9.12.4.13', '9.12.4.8', '9.12.4.18', '9.12.4.24', '9.12.4.26', '9.12.4.29', '9.12.4.30', '9.12.4.35', '9.12.4.37', '9.12.4.38', '9.12.4.39', '9.12.4.40', '9.12.4.41', '9.12.4.47', '9.12.4.48', '9.12.4.50', '9.12.4.52', '9.12.4.54', '9.12.4.55', '9.12.4.56', '9.12.4.58', '9.12.4.62', '9.12.4.65', '9.14.1', '9.14.1.10', '9.14.1.6', '9.14.1.15', '9.14.1.19', '9.14.1.30', '9.14.2', '9.14.2.4', '9.14.2.8', '9.14.2.13', '9.14.2.15', '9.14.3', '9.14.3.1', '9.14.3.9', '9.14.3.11', '9.14.3.13', '9.14.3.18', '9.14.3.15', '9.14.4', '9.14.4.6', '9.14.4.7', '9.14.4.12', '9.14.4.13', '9.14.4.14', '9.14.4.15', '9.14.4.17', '9.14.4.22', '9.14.4.23', '9.15.1', '9.15.1.7', '9.15.1.10', '9.15.1.15', '9.15.1.16', '9.15.1.17', '9.15.1.1', '9.15.1.21', '9.16.1', '9.16.1.28', '9.16.2', '9.16.2.3', '9.16.2.7', '9.16.2.11', '9.16.2.13', '9.16.2.14', '9.16.3', '9.16.3.3', '9.16.3.14', '9.16.3.15', '9.16.3.19', '9.16.3.23', '9.16.4', '9.16.4.9', '9.16.4.14', '9.16.4.18', '9.16.4.19', '9.16.4.27', '9.16.4.38', '9.16.4.39', '9.16.4.42', '9.16.4.48', '9.16.4.55', '9.17.1', '9.17.1.7', '9.17.1.9', '9.17.1.10', '9.17.1.11', '9.17.1.13', '9.17.1.15', '9.17.1.20', '9.17.1.30', '9.17.1.33', '9.18.1', '9.18.1.3', '9.18.2', '9.18.2.5', '9.18.2.7', '9.18.2.8', '9.18.3', '9.18.3.39', '9.18.3.46', '9.18.3.53', '9.18.3.55', '9.18.3.56', '9.18.4', '9.18.4.5', '9.18.4.8', '9.19.1', '9.19.1.5', '9.19.1.9', '9.19.1.12', '9.19.1.18', '9.19.1.22', '9.19.1.24', '9.19.1.27', '9.20.1', '9.20.1.5', '9.20.2']"
37,Multiples vulnérabilités dans les produits Cisco (25 avril 2024),"Le 24 avril 2024, Cisco a publié trois avis de sécurité concernant des vulnérabilités affectant les équipements de sécurité ASA et FTD. Deux d'entre eux concernent les vulnérabilités CVE-2024-20353 et CVE-2024-20359 qui sont activement exploitées dans le cadre d'attaques ciblées. La vulnérabilité...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-007/,"Thu, 25 Apr 2024 00:00:00 +0000",Multiples vulnérabilités dans les produits Cisco (25 avril 2024),CVE-2024-20353,"A vulnerability in the management and VPN web servers for Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to cause the device to reload unexpectedly, resulting in a denial of service (DoS) condition.
 This vulnerability is due to incomplete error checking when parsing an HTTP header. An attacker could exploit this vulnerability by sending a crafted HTTP request to a targeted web server on a device. A successful exploit could allow the attacker to cause a DoS condition when the device reloads.",8.6,CWE-835,Loop with Unreachable Exit Condition ('Infinite Loop'),0.18833,Cisco,Cisco Firepower Threat Defense Software,"['6.2.3', '6.2.3.1', '6.2.3.2', '6.2.3.3', '6.2.3.4', '6.2.3.5', '6.2.3.6', '6.2.3.7', '6.2.3.8', '6.2.3.10', '6.2.3.11', '6.2.3.9', '6.2.3.12', '6.2.3.13', '6.2.3.14', '6.2.3.15', '6.2.3.16', '6.2.3.17', '6.2.3.18', '6.6.0', '6.6.0.1', '6.6.1', '6.6.3', '6.6.4', '6.6.5', '6.6.5.1', '6.6.5.2', '6.6.7', '6.6.7.1', '6.4.0', '6.4.0.1', '6.4.0.3', '6.4.0.2', '6.4.0.4', '6.4.0.5', '6.4.0.6', '6.4.0.7', '6.4.0.8', '6.4.0.9', '6.4.0.10', '6.4.0.11', '6.4.0.12', '6.4.0.13', '6.4.0.14', '6.4.0.15', '6.4.0.16', '6.4.0.17', '6.7.0', '6.7.0.1', '6.7.0.2', '6.7.0.3', '7.0.0', '7.0.0.1', '7.0.1', '7.0.1.1', '7.0.2', '7.0.2.1', '7.0.3', '7.0.4', '7.0.5', '7.0.6', '7.0.6.1', '7.1.0', '7.1.0.1', '7.1.0.2', '7.1.0.3', '7.2.0', '7.2.0.1', '7.2.1', '7.2.2', '7.2.3', '7.2.4', '7.2.4.1', '7.2.5', '7.2.5.1', '7.3.0', '7.3.1', '7.3.1.1', '7.4.0', '7.4.1']"
38,Multiples vulnérabilités dans les produits Cisco (25 avril 2024),"Le 24 avril 2024, Cisco a publié trois avis de sécurité concernant des vulnérabilités affectant les équipements de sécurité ASA et FTD. Deux d'entre eux concernent les vulnérabilités CVE-2024-20353 et CVE-2024-20359 qui sont activement exploitées dans le cadre d'attaques ciblées. La vulnérabilité...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-007/,"Thu, 25 Apr 2024 00:00:00 +0000",Multiples vulnérabilités dans les produits Cisco (25 avril 2024),CVE-2024-20359,"A vulnerability in a legacy capability that allowed for the preloading of VPN clients and plug-ins and that has been available in Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an authenticated, local attacker to execute arbitrary code with root-level privileges. Administrator-level privileges are required to exploit this vulnerability.
 This vulnerability is due to improper validation of a file when it is read from system flash memory. An attacker could exploit this vulnerability by copying a crafted file to the disk0: file system of an affected device. A successful exploit could allow the attacker to execute arbitrary code on the affected device after the next reload of the device, which could alter system behavior. Because the injected code could persist across device reboots, Cisco has raised the Security Impact Rating (SIR) of this advisory from Medium to High.",6,CWE-94,Improper Control of Generation of Code ('Code Injection'),0.00138,Cisco,Cisco Adaptive Security Appliance (ASA) Software,"['9.8.1', '9.8.1.5', '9.8.1.7', '9.8.2', '9.8.2.8', '9.8.2.14', '9.8.2.15', '9.8.2.17', '9.8.2.20', '9.8.2.24', '9.8.2.26', '9.8.2.28', '9.8.2.33', '9.8.2.35', '9.8.2.38', '9.8.3.8', '9.8.3.11', '9.8.3.14', '9.8.3.16', '9.8.3.18', '9.8.3.21', '9.8.3', '9.8.3.26', '9.8.3.29', '9.8.4', '9.8.4.3', '9.8.4.7', '9.8.4.8', '9.8.4.10', '9.8.4.12', '9.8.4.15', '9.8.4.17', '9.8.4.25', '9.8.4.20', '9.8.4.22', '9.8.4.26', '9.8.4.29', '9.8.4.32', '9.8.4.33', '9.8.4.34', '9.8.4.35', '9.8.4.39', '9.8.4.40', '9.8.4.41', '9.8.4.43', '9.8.4.44', '9.8.4.45', '9.8.4.46', '9.8.4.48', '9.12.1', '9.12.1.2', '9.12.1.3', '9.12.2', '9.12.2.4', '9.12.2.5', '9.12.2.9', '9.12.3', '9.12.3.2', '9.12.3.7', '9.12.4', '9.12.3.12', '9.12.3.9', '9.12.2.1', '9.12.4.2', '9.12.4.4', '9.12.4.7', '9.12.4.10', '9.12.4.13', '9.12.4.8', '9.12.4.18', '9.12.4.24', '9.12.4.26', '9.12.4.29', '9.12.4.30', '9.12.4.35', '9.12.4.37', '9.12.4.38', '9.12.4.39', '9.12.4.40', '9.12.4.41', '9.12.4.47', '9.12.4.48', '9.12.4.50', '9.12.4.52', '9.12.4.54', '9.12.4.55', '9.12.4.56', '9.12.4.58', '9.12.4.62', '9.12.4.65', '9.14.1', '9.14.1.10', '9.14.1.6', '9.14.1.15', '9.14.1.19', '9.14.1.30', '9.14.2', '9.14.2.4', '9.14.2.8', '9.14.2.13', '9.14.2.15', '9.14.3', '9.14.3.1', '9.14.3.9', '9.14.3.11', '9.14.3.13', '9.14.3.18', '9.14.3.15', '9.14.4', '9.14.4.6', '9.14.4.7', '9.14.4.12', '9.14.4.13', '9.14.4.14', '9.14.4.15', '9.14.4.17', '9.14.4.22', '9.14.4.23', '9.15.1', '9.15.1.7', '9.15.1.10', '9.15.1.15', '9.15.1.16', '9.15.1.17', '9.15.1.1', '9.15.1.21', '9.16.1', '9.16.1.28', '9.16.2', '9.16.2.3', '9.16.2.7', '9.16.2.11', '9.16.2.13', '9.16.2.14', '9.16.3', '9.16.3.3', '9.16.3.14', '9.16.3.15', '9.16.3.19', '9.16.3.23', '9.16.4', '9.16.4.9', '9.16.4.14', '9.16.4.18', '9.16.4.19', '9.16.4.27', '9.16.4.38', '9.16.4.39', '9.16.4.42', '9.16.4.48', '9.16.4.55', '9.17.1', '9.17.1.7', '9.17.1.9', '9.17.1.10', '9.17.1.11', '9.17.1.13', '9.17.1.15', '9.17.1.20', '9.17.1.30', '9.17.1.33', '9.18.1', '9.18.1.3', '9.18.2', '9.18.2.5', '9.18.2.7', '9.18.2.8', '9.18.3', '9.18.3.39', '9.18.3.46', '9.18.3.53', '9.18.3.55', '9.18.3.56', '9.18.4', '9.18.4.5', '9.18.4.8', '9.19.1', '9.19.1.5', '9.19.1.9', '9.19.1.12', '9.19.1.18', '9.19.1.22', '9.19.1.24', '9.19.1.27', '9.20.1', '9.20.1.5', '9.20.2']"
39,Multiples vulnérabilités dans les produits Cisco (25 avril 2024),"Le 24 avril 2024, Cisco a publié trois avis de sécurité concernant des vulnérabilités affectant les équipements de sécurité ASA et FTD. Deux d'entre eux concernent les vulnérabilités CVE-2024-20353 et CVE-2024-20359 qui sont activement exploitées dans le cadre d'attaques ciblées. La vulnérabilité...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-007/,"Thu, 25 Apr 2024 00:00:00 +0000",Multiples vulnérabilités dans les produits Cisco (25 avril 2024),CVE-2024-20359,"A vulnerability in a legacy capability that allowed for the preloading of VPN clients and plug-ins and that has been available in Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an authenticated, local attacker to execute arbitrary code with root-level privileges. Administrator-level privileges are required to exploit this vulnerability.
 This vulnerability is due to improper validation of a file when it is read from system flash memory. An attacker could exploit this vulnerability by copying a crafted file to the disk0: file system of an affected device. A successful exploit could allow the attacker to execute arbitrary code on the affected device after the next reload of the device, which could alter system behavior. Because the injected code could persist across device reboots, Cisco has raised the Security Impact Rating (SIR) of this advisory from Medium to High.",6,CWE-94,Improper Control of Generation of Code ('Code Injection'),0.00138,Cisco,Cisco Firepower Threat Defense Software,"['6.2.3', '6.2.3.1', '6.2.3.2', '6.2.3.3', '6.2.3.4', '6.2.3.5', '6.2.3.6', '6.2.3.7', '6.2.3.8', '6.2.3.10', '6.2.3.11', '6.2.3.9', '6.2.3.12', '6.2.3.13', '6.2.3.14', '6.2.3.15', '6.2.3.16', '6.2.3.17', '6.2.3.18', '6.6.0', '6.6.0.1', '6.6.1', '6.6.3', '6.6.4', '6.6.5', '6.6.5.1', '6.6.5.2', '6.6.7', '6.6.7.1', '6.4.0', '6.4.0.1', '6.4.0.3', '6.4.0.2', '6.4.0.4', '6.4.0.5', '6.4.0.6', '6.4.0.7', '6.4.0.8', '6.4.0.9', '6.4.0.10', '6.4.0.11', '6.4.0.12', '6.4.0.13', '6.4.0.14', '6.4.0.15', '6.4.0.16', '6.4.0.17', '6.7.0', '6.7.0.1', '6.7.0.2', '6.7.0.3', '7.0.0', '7.0.0.1', '7.0.1', '7.0.1.1', '7.0.2', '7.0.2.1', '7.0.3', '7.0.4', '7.0.5', '7.0.6', '7.0.6.1', '7.1.0', '7.1.0.1', '7.1.0.2', '7.1.0.3', '7.2.0', '7.2.0.1', '7.2.1', '7.2.2', '7.2.3', '7.2.4', '7.2.4.1', '7.2.5', '7.2.5.1', '7.3.0', '7.3.1', '7.3.1.1', '7.4.0', '7.4.1']"
40,[MàJ] Vulnérabilité dans les produits Check Point  (30 mai 2024),"[Mise à jour du 31 mai 2024] Des preuves de concept sont désormais disponibles publiquement sur Internet. De plus, l'éditeur indique avoir détecté des tentatives de compromission à partir du 7 avril 2024. **[Publication Initiale]** Une vulnérabilité a été découverte dans les produits Check Point....",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-008/,"Thu, 30 May 2024 00:00:00 +0000",[MàJ] Vulnérabilité dans les produits Check Point  (30 mai 2024),CVE-2024-24919,Potentially allowing an attacker to read certain information on Check Point Security Gateways once connected to the internet and enabled with remote Access VPN or Mobile Access Software Blades. A Security fix that mitigates this vulnerability is available.,8.6,CWE-200,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,0.94342,checkpoint,"Check Point Quantum Gateway, Spark Gateway and CloudGuard Network","['Check Point Quantum Gateway and CloudGuard Network versions R81.20, R81.10, R81, R80.40 and Check Point Spark versions R81.10, R80.20.']"
41,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"Mon, 01 Jul 2024 00:00:00 +0000",Vulnérabilité dans OpenSSH (01 juillet 2024),CVE-2024-6387,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Non disponible,CWE-364,Signal Handler Race Condition,0.65792,,,['8.5p1']
42,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"Mon, 01 Jul 2024 00:00:00 +0000",Vulnérabilité dans OpenSSH (01 juillet 2024),CVE-2024-6387,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Non disponible,CWE-364,Signal Handler Race Condition,0.65792,Red Hat,Red Hat Enterprise Linux 9,['0:8.7p1-38.el9_4.1']
43,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"Mon, 01 Jul 2024 00:00:00 +0000",Vulnérabilité dans OpenSSH (01 juillet 2024),CVE-2024-6387,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Non disponible,CWE-364,Signal Handler Race Condition,0.65792,Red Hat,Red Hat Enterprise Linux 9,['0:8.7p1-38.el9_4.1']
44,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,"Mon, 01 Jul 2024 00:00:00 +0000",Vulnérabilité dans OpenSSH (01 juillet 2024),CVE-2024-6387,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",Non disponible,CWE-364,Signal Handler Race Condition,0.65792,Red Hat,Red Hat Enterprise Linux 9.0 Update Services for SAP Solutions,['0:8.7p1-12.el9_0.1']
